route_id,source_id,source_type,destination_id,destination_type,distance_km,travel_time_minutes,transport_capacity,traffic_factor,route_status
RT_00584,HOSP_024,Hospital,HOSP_001,Hospital,13.06,30.7,20,1.49,Active
RT_00585,HOSP_024,Hospital,HOSP_002,Hospital,6.18,12.7,30,1.3,Active
RT_00586,HOSP_024,Hospital,HOSP_003,Hospital,16.15,32.4,30,1.27,Active
RT_00587,HOSP_024,Hospital,HOSP_004,Hospital,7.72,13.8,20,1.13,Active
RT_00588,HOSP_024,Hospital,HOSP_005,Hospital,17.34,33.9,20,1.24,Active
RT_00589,HOSP_024,Hospital,HOSP_006,Hospital,20.87,42.8,60,1.3,Congested
RT_00590,HOSP_024,Hospital,HOSP_007,Hospital,16.58,34.3,30,1.31,Active
RT_00591,HOSP_024,Hospital,HOSP_008,Hospital,13.81,28.1,20,1.29,Active
RT_00592,HOSP_024,Hospital,HOSP_011,Hospital,27.61,52.3,60,1.2,Active
RT_00593,HOSP_024,Hospital,HOSP_013,Hospital,7.31,17.3,40,1.5,Active
RT_00594,HOSP_024,Hospital,HOSP_016,Hospital,23.12,42.0,30,1.15,Active
RT_00595,HOSP_024,Hospital,HOSP_020,Hospital,27.34,56.1,60,1.3,Active
RT_00596,HOSP_024,Hospital,HOSP_021,Hospital,15.27,26.5,20,1.1,Active
RT_00597,HOSP_024,Hospital,HOSP_022,Hospital,6.9,15.9,60,1.46,Active
RT_00598,HOSP_024,Hospital,HOSP_027,Hospital,14.11,28.5,40,1.28,Active
RT_00599,HOSP_024,Hospital,HOSP_028,Hospital,15.17,27.3,30,1.14,Active
RT_00600,HOSP_025,Hospital,HOSP_006,Hospital,27.34,63.0,40,1.46,Active
RT_00601,HOSP_026,Hospital,HOSP_001,Hospital,12.33,22.6,20,1.16,Active
RT_00602,HOSP_026,Hospital,HOSP_006,Hospital,8.49,17.7,40,1.32,Active
RT_00603,HOSP_026,Hospital,HOSP_008,Hospital,17.44,30.3,60,1.1,Active
RT_00604,HOSP_026,Hospital,HOSP_011,Hospital,12.91,28.1,60,1.38,Active
RT_00605,HOSP_026,Hospital,HOSP_016,Hospital,11.35,19.4,20,1.08,Active
RT_00606,HOSP_026,Hospital,HOSP_017,Hospital,15.32,28.8,20,1.19,Active
RT_00607,HOSP_026,Hospital,HOSP_020,Hospital,13.43,24.0,60,1.13,Active
RT_00608,HOSP_026,Hospital,HOSP_022,Hospital,21.43,49.1,60,1.45,Active
RT_00609,HOSP_026,Hospital,HOSP_028,Hospital,10.21,20.0,60,1.24,Active
RT_00610,HOSP_027,Hospital,HOSP_001,Hospital,21.27,40.0,30,1.19,Active
RT_00611,HOSP_027,Hospital,HOSP_002,Hospital,14.88,29.8,40,1.27,Active
RT_00612,HOSP_027,Hospital,HOSP_003,Hospital,6.06,13.2,30,1.38,Active
RT_00613,HOSP_027,Hospital,HOSP_004,Hospital,9.0,16.1,40,1.13,Active
RT_00614,HOSP_027,Hospital,HOSP_005,Hospital,5.07,9.3,40,1.16,Active
RT_00615,HOSP_027,Hospital,HOSP_006,Hospital,22.27,44.3,20,1.26,Disrupted
RT_00616,HOSP_027,Hospital,HOSP_007,Hospital,3.35,6.9,30,1.31,Active
RT_00617,HOSP_027,Hospital,HOSP_008,Hospital,12.48,29.0,60,1.47,Active
RT_00618,HOSP_027,Hospital,HOSP_011,Hospital,25.62,47.3,20,1.17,Active
RT_00619,HOSP_027,Hospital,HOSP_012,Hospital,10.75,24.6,40,1.45,Active
RT_00620,HOSP_027,Hospital,HOSP_013,Hospital,11.26,25.8,40,1.45,Active
RT_00621,HOSP_027,Hospital,HOSP_014,Hospital,19.45,43.6,20,1.42,Active
RT_00622,HOSP_027,Hospital,HOSP_016,Hospital,22.12,48.9,60,1.4,Active
RT_00623,HOSP_027,Hospital,HOSP_020,Hospital,25.04,47.4,40,1.2,Active
RT_00624,HOSP_027,Hospital,HOSP_021,Hospital,4.27,8.9,30,1.32,Active
RT_00625,HOSP_027,Hospital,HOSP_022,Hospital,10.34,22.0,20,1.35,Congested
RT_00626,HOSP_027,Hospital,HOSP_024,Hospital,14.11,29.9,30,1.34,Active
RT_00627,HOSP_027,Hospital,HOSP_028,Hospital,22.68,53.0,40,1.48,Active
RT_00628,HOSP_028,Hospital,HOSP_001,Hospital,2.14,4.6,20,1.36,Active
RT_00629,HOSP_028,Hospital,HOSP_002,Hospital,9.42,21.9,30,1.47,Active
RT_00630,HOSP_028,Hospital,HOSP_004,Hospital,13.97,25.4,60,1.15,Congested
RT_00631,HOSP_028,Hospital,HOSP_005,Hospital,27.57,59.6,60,1.37,Active
RT_00632,HOSP_028,Hospital,HOSP_006,Hospital,9.62,17.5,40,1.15,Active
RT_00633,HOSP_028,Hospital,HOSP_007,Hospital,26.02,50.1,20,1.22,Active
RT_00634,HOSP_028,Hospital,HOSP_008,Hospital,11.94,22.8,60,1.21,Active
RT_00635,HOSP_028,Hospital,HOSP_011,Hospital,17.39,37.9,40,1.38,Active
RT_00636,HOSP_028,Hospital,HOSP_013,Hospital,11.76,21.9,20,1.18,Congested
RT_00637,HOSP_028,Hospital,HOSP_016,Hospital,13.41,27.1,20,1.28,Active
RT_00638,HOSP_028,Hospital,HOSP_017,Hospital,25.52,48.0,60,1.19,Active
RT_00639,HOSP_028,Hospital,HOSP_020,Hospital,17.5,37.9,40,1.37,Active
RT_00640,HOSP_028,Hospital,HOSP_022,Hospital,12.85,22.9,30,1.13,Active
RT_00641,HOSP_028,Hospital,HOSP_024,Hospital,15.17,29.2,20,1.22,Active
RT_00642,HOSP_028,Hospital,HOSP_026,Hospital,10.21,17.4,60,1.08,Active
RT_00643,HOSP_028,Hospital,HOSP_027,Hospital,22.68,46.2,20,1.29,Active
RT_00644,HOSP_029,Hospital,HOSP_023,Hospital,15.21,35.8,40,1.49,Active
RT_00645,HOSP_030,Hospital,HOSP_017,Hospital,13.04,30.7,40,1.49,Active
RT_00646,HOSP_030,Hospital,HOSP_023,Hospital,14.87,30.1,40,1.28,Active
