date,city,temperature,rainfall,weather,holiday_flag,festival,accident_count,disease_spike_flag,blood_drive_flag,transport_disruption_flag
2025-10-29,Metro Metropolis,21.2,0.0,Cloudy,0,None,15,0,0,0
2025-10-30,Metro Metropolis,25.9,0.0,Cloudy,0,None,12,0,0,0
2025-10-31,Metro Metropolis,25.3,0.0,Cloudy,0,None,12,0,0,0
2025-11-01,Metro Metropolis,23.9,15.6,Rainy,1,Festival of Lights,44,0,0,0
2025-11-02,Metro Metropolis,26.6,0.0,Sunny,1,None,12,0,0,0
2025-11-03,Metro Metropolis,22.9,0.0,Cloudy,0,None,6,0,0,0
2025-11-04,Metro Metropolis,25.8,0.0,Sunny,0,None,15,0,1,0
2025-11-05,Metro Metropolis,23.3,0.0,Cloudy,0,None,5,0,0,0
2025-11-06,Metro Metropolis,25.0,0.0,Sunny,0,None,14,0,0,0
2025-11-07,Metro Metropolis,23.9,12.8,Rainy,0,None,14,0,0,0
2025-11-08,Metro Metropolis,25.3,0.0,Cloudy,1,None,9,0,1,0
2025-11-09,Metro Metropolis,26.7,0.0,Sunny,1,None,13,0,0,0
2025-11-10,Metro Metropolis,19.3,0.0,Cloudy,0,None,9,0,0,0
2025-11-11,Metro Metropolis,24.2,0.0,Sunny,0,None,7,0,0,0
2025-11-12,Metro Metropolis,24.5,23.1,Rainy,0,None,17,0,0,0
2025-11-13,Metro Metropolis,23.9,0.0,Foggy,0,None,12,0,0,0
2025-11-14,Metro Metropolis,28.4,0.0,Cloudy,0,None,12,0,0,0
2025-11-15,Metro Metropolis,26.5,0.0,Cloudy,1,None,10,0,1,0
2025-11-16,Metro Metropolis,27.6,0.0,Cloudy,1,None,15,0,0,0
2025-11-17,Metro Metropolis,26.2,0.0,Cloudy,0,None,3,0,0,0
2025-11-18,Metro Metropolis,24.3,22.3,Rainy,0,None,21,0,0,0
2025-11-19,Metro Metropolis,28.8,0.0,Sunny,0,None,10,0,0,0
2025-11-20,Metro Metropolis,26.5,0.0,Sunny,0,None,13,0,0,0
2025-11-21,Metro Metropolis,25.1,0.0,Cloudy,0,None,10,0,0,0
2025-11-22,Metro Metropolis,20.3,0.0,Cloudy,1,None,11,0,1,0
2025-11-23,Metro Metropolis,26.2,0.0,Sunny,1,None,7,0,0,0
2025-11-24,Metro Metropolis,25.5,0.0,Sunny,0,None,10,0,0,0
2025-11-25,Metro Metropolis,25.8,0.0,Cloudy,0,None,11,0,0,0
2025-11-26,Metro Metropolis,25.2,8.0,Rainy,0,None,17,0,0,0
2025-11-27,Metro Metropolis,27.2,0.0,Cloudy,0,None,9,0,0,1
2025-11-28,Metro Metropolis,25.3,0.0,Sunny,0,None,12,0,0,0
2025-11-29,Metro Metropolis,23.6,0.0,Foggy,1,None,17,0,0,0
2025-11-30,Metro Metropolis,22.6,0.0,Foggy,1,None,23,0,0,0
2025-12-01,Metro Metropolis,22.1,0.0,Cloudy,0,None,11,0,0,0
2025-12-02,Metro Metropolis,22.2,0.0,Foggy,0,None,14,0,1,0
2025-12-03,Metro Metropolis,25.3,0.0,Cloudy,0,None,12,0,0,0
2025-12-04,Metro Metropolis,23.2,0.0,Cloudy,0,None,10,0,0,0
2025-12-05,Metro Metropolis,21.6,0.0,Cloudy,0,None,12,0,0,0
2025-12-06,Metro Metropolis,20.7,0.0,Foggy,1,None,13,0,0,0
2025-12-07,Metro Metropolis,20.3,0.0,Foggy,1,None,13,0,0,0
2025-12-08,Metro Metropolis,17.7,0.0,Foggy,0,None,13,0,0,0
2025-12-09,Metro Metropolis,20.1,0.0,Foggy,0,None,13,0,0,1
2025-12-10,Metro Metropolis,19.5,4.1,Rainy,0,None,16,0,1,1
2025-12-11,Metro Metropolis,20.3,0.0,Cloudy,0,None,10,0,0,0
2025-12-12,Metro Metropolis,17.9,0.0,Cloudy,0,None,11,0,0,0
2025-12-13,Metro Metropolis,19.7,0.0,Foggy,1,None,16,0,1,0
2025-12-14,Metro Metropolis,21.1,0.0,Foggy,1,None,20,0,1,0
2025-12-15,Metro Metropolis,21.8,0.0,Foggy,0,None,14,0,0,0
2025-12-16,Metro Metropolis,21.7,0.0,Foggy,0,None,8,0,0,0
2025-12-17,Metro Metropolis,20.8,0.0,Foggy,0,None,9,0,0,0
2025-12-18,Metro Metropolis,22.9,0.0,Cloudy,0,None,10,0,0,0
2025-12-19,Metro Metropolis,18.5,0.0,Foggy,0,None,13,0,0,0
2025-12-20,Metro Metropolis,20.5,0.0,Cloudy,1,None,13,0,0,0
2025-12-21,Metro Metropolis,21.0,0.0,Cloudy,1,None,19,0,1,0
2025-12-22,Metro Metropolis,19.1,0.0,Foggy,0,None,11,0,0,0
2025-12-23,Metro Metropolis,17.8,0.0,Cloudy,0,None,10,0,0,0
2025-12-24,Metro Metropolis,20.5,0.0,Foggy,0,None,10,0,0,0
2025-12-25,Metro Metropolis,21.0,6.0,Rainy,1,Winter Solstice / Year End,18,0,0,0
2025-12-26,Metro Metropolis,18.1,0.0,Foggy,0,None,6,0,0,0
2025-12-27,Metro Metropolis,20.1,0.0,Cloudy,1,None,10,0,0,1
2025-12-28,Metro Metropolis,15.9,8.8,Rainy,1,None,16,0,1,0
2025-12-29,Metro Metropolis,20.6,0.0,Cloudy,0,None,7,0,0,0
2025-12-30,Metro Metropolis,21.3,0.0,Foggy,0,None,10,0,0,0
